name	normalname	country	latitude	longitude	population
New Glasgow	New Glasgow	CA	45.58344	-62.64863	20322
Newmarket	Newmarket	CA	44.05011	-79.46631	74295
New Westminster	New Westminster	CA	49.20678	-122.91092	58549
Niagara Falls	Niagara Falls	CA	43.10012	-79.06627	82000
North Battleford	North Battleford	CA	52.77972	-108.2967	19440
North Bay	North Bay	CA	46.3168	-79.46633	50170
North Cowichan	North Cowichan	CA	48.84133	-123.68596	32272
North Vancouver	North Vancouver	CA	49.31636	-123.06934	48000
North York	North York	CA	43.76681	-79.4163	636000
Oak Bay	Oak Bay	CA	48.44964	-123.3026	18015
Oakville	Oakville	CA	43.45011	-79.68292	165697
Orillia	Orillia	CA	44.60868	-79.42068	30178
Oshawa	Oshawa	CA	43.90012	-78.84957	247989
Ottawa	Ottawa	CA	45.41117	-75.69812	812129
Owen Sound	Owen Sound	CA	44.56717	-80.94349	22625
Parksville	Parksville	CA	49.31947	-124.31575	21150
Pembroke	Pembroke	CA	45.81681	-77.11616	15551
Penticton	Penticton	CA	49.48062	-119.58584	37721
Petawawa	Petawawa	CA	45.89452	-77.28007	15988
Peterborough	Peterborough	GB	52.57364	-0.24777	140141
Pickering	Pickering	CA	43.90012	-79.13289	87838
Pitt Meadows	Pitt Meadows	CA	49.22119	-122.68965	17410
Pointe-Claire	Pointe-Claire	CA	45.44868	-73.81669	30161
Port Alberni	Port Alberni	CA	49.24133	-124.8028	21282
Port Colborne	Port Colborne	CA	42.90012	-79.23288	18599
Port Moody	Port Moody	CA	49.28297	-122.85263	27512
Prince Albert	Prince Albert	CA	53.20008	-105.76772	34609
Prince Edward	Prince Edward	CA	44.00012	-77.24946	25496
Prince George	Prince George	CA	53.9166	-122.75301	65558
Quinte West	Quinte West	CA	44.18342	-77.56618	42697
Red Deer	Red Deer	CA	52.26682	-113.802	73593
Regina	Regina	CA	50.45008	-104.6178	176183
Repentigny	Repentigny	CA	45.74222	-73.45008	76237
Richmond Hill	Richmond Hill	CA	43.87111	-79.43725	185541
Rouyn-Noranda	Rouyn-Noranda	CA	48.23656	-79.02311	24023
Saguenay	Saguenay	CA	48.41675	-71.06573	143692
Saint-Basile-le-Grand	Saint-Basile-le-Grand	CA	45.53338	-73.28246	15605
Saint-Bruno-de-Montarville	Saint-Bruno-de-Montarville	CA	45.53341	-73.34916	24388
Saint-Constant	Saint-Constant	CA	45.36678	-73.56588	23957
Sainte-Julie	Sainte-Julie	CA	45.58338	-73.33246	29019
Saint-Eustache	Saint-Eustache	CA	45.565	-73.90554	42062
Saint-Hyacinthe	Saint-Hyacinthe	CA	45.63076	-72.95699	50326
Saint-Jean-sur-Richelieu	Saint-Jean-sur-Richelieu	CA	45.30713	-73.26259	71613
Saint-Jérôme	Saint-Jérôme	CA	45.78036	-74.00365	54948
Saint John	Saint John	CA	45.27271	-66.06766	87857
Saint-Laurent	Saint-Laurent	CA	45.50008	-73.66585	77391
Saint-Lazare	Saint-Lazare	CA	45.40008	-74.13256	17016
Salaberry-de-Valleyfield	Salaberry-de-Valleyfield	CA	45.25008	-74.13253	38662
Salmon Arm	Salmon Arm	CA	50.6998	-119.30237	16205
Sarnia	Sarnia	CA	42.97866	-82.40407	82998
Saskatoon	Saskatoon	CA	52.11679	-106.63452	198958
Sault Ste. Marie	Sault Ste. Marie	CA	46.51677	-84.33325	74948
Sept-Îles	Sept-Îles	CA	50.20011	-66.38208	22582
Shawinigan	Shawinigan	CA	46.56675	-72.74913	49161
Sherbrooke	Sherbrooke	CA	45.40008	-71.89908	129447
Sherwood Park	Sherwood Park	CA	53.51684	-113.3187	55063
Sorel-Tracy	Sorel-Tracy	CA	46.03336	-73.11585	33591
Spruce Grove	Spruce Grove	CA	53.53344	-113.91874	17767
St. Albert	St. Albert	CA	53.63344	-113.63533	57719
St. Catharines	St. Catharines	CA	43.17126	-79.24267	131989
Stratford	Stratford	US	41.18454	-73.13317	51384
St. Thomas	St. Thomas	CA	42.77361	-81.18038	36110
Surrey	Surrey	CA	49.10635	-122.82509	394976
Terrace	Terrace	CA	54.51634	-128.60345	19443
Terrebonne	Terrebonne	CA	45.70004	-73.64732	94703
Thorold	Thorold	CA	43.11682	-79.19958	18224
Thunder Bay	Thunder Bay	CA	48.38202	-89.25018	99334
Timmins	Timmins	CA	48.46686	-81.33312	42997
Toronto	Toronto	CA	43.70011	-79.4163	2600000
Trois-Rivières	Trois-Rivières	CA	46.34515	-72.5477	119693
Truro	Truro	GB	50.26526	-5.05436	22044
Val-d'Or	Val-d'Or	CA	48.0974	-77.79737	31123
Vancouver	Vancouver	CA	49.24966	-123.11934	600000
Varennes	Varennes	CA	45.68338	-73.43246	20950
Vaudreuil-Dorion	Vaudreuil-Dorion	CA	45.40008	-74.03251	25789
Vaughan	Vaughan	CA	43.8361	-79.49827	238866
Vernon	Vernon	CA	50.26729	-119.27337	47274
Victoriaville	Victoriaville	CA	46.05007	-71.96579	34426
Welland	Welland	CA	42.98342	-79.24958	50331
Westmount	Westmount	CA	45.48341	-73.59918	20494
Whitehorse	Whitehorse	CA	60.71611	-135.05375	23272
White Rock	White Rock	CA	49.01636	-122.8026	66450
Windsor	Windsor	CA	42.30008	-83.01654	278013
Winnipeg	Winnipeg	CA	49.8844	-97.14704	632063
Woodstock	Woodstock	CA	43.13339	-80.7497	33892
Yellowknife	Yellowknife	CA	62.456	-114.35255	15865
Yorkton	Yorkton	CA	51.2167	-102.46766	15669
Halifax	Halifax	CA	44.64533	-63.57239	359111
St. John's	St. John's	CA	47.56494	-52.70931	99182
Québec	Québec	CA	46.81228	-71.21454	528595
Lévis	Lévis	CA	46.80326	-71.17793	126396
Rimouski	Rimouski	CA	48.44879	-68.52396	42240
Rivière-du-Loup	Rivière-du-Loup	CA	47.82699	-69.54243	18586
Edmundston	Edmundston	CA	47.3737	-68.32512	16643
Thetford-Mines	Thetford-Mines	CA	46.09371	-71.30539	25704
Scarborough	Scarborough	CA	43.77223	-79.25666	600000
Okanagan	Okanagan	CA	50.36386	-119.34997	297601
West Kelowna	West Kelowna	CA	49.8625	-119.58333	28793
Bellechasse Regional County Municipality	Bellechasse Regional County Municipality	CA	46.66667	-70.71667	29570
Jonquière	Jonquière	CA	48.41648	-71.24884	54842
Saint-Augustin-de-Desmaures	Saint-Augustin-de-Desmaures	CA	46.74064	-71.45131	17281
Ancaster	Ancaster	CA	43.21806	-79.98716	33232
West Vancouver	West Vancouver	CA	49.36672	-123.16652	42694
Willowdale	Willowdale	CA	43.76672	-79.39909	79440
Yangambi	Yangambi	CD	0.76755	24.43973	35531
Watsa	Watsa	CD	3.03716	29.53551	24516
Wamba	Wamba	CD	2.14838	27.99466	17373
Uvira	Uvira	CD	-3.39534	29.13779	170391
Tshikapa	Tshikapa	CD	-6.41621	20.79995	267462
Sake	Sake	CD	-1.57386	29.04339	17151
Mwene-Ditu	Mwene-Ditu	CD	-7.00906	23.45278	189177
Mweka	Mweka	CD	-4.85187	21.5595	50675
Mbuji-Mayi	Mbuji-Mayi	CD	-6.13603	23.58979	874761
Lusambo	Lusambo	CD	-4.97503	23.44391	41416
Luebo	Luebo	CD	-5.35218	21.42192	35183
Lubao	Lubao	PH	14.9405	120.6011	55645
Lodja	Lodja	CD	-3.52105	23.6005	68244
Lisala	Lisala	CD	2.15127	21.51672	70087
Kongolo	Kongolo	CD	-5.38532	27.00029	31943
Kisangani	Kisangani	CD	0.51528	25.19099	539158
Kindu	Kindu	CD	-2.94373	25.92237	135698
Kasongo	Kasongo	CD	-4.42741	26.66656	55118
Kananga	Kananga	CD	-5.89624	22.41659	463546
Kamina	Kamina	CD	-8.73508	24.99798	73557
Kalemie	Kalemie	CD	-5.94749	29.19471	146974
Kabinda	Kabinda	CD	-6.13791	24.48179	59004
Kabalo	Kabalo	CD	-6.05255	26.9143	29833
Isiro	Isiro	CD	2.77391	27.61603	127076
Ilebo	Ilebo	CD	-4.33111	20.58638	107093
Goma	Goma	CD	-1.67409	29.22845	144124
Gbadolite	Gbadolite	CD	4.279	21.00284	50493
Gandajika	Gandajika	CD	-6.74504	23.95328	154425
Demba	Demba	CD	-5.49573	22.26962	22263
Butembo	Butembo	CD	0.14164	29.29117	154621
Buta	Buta	CD	2.78582	24.72997	50130
Businga	Businga	CD	3.33863	20.88577	28919
Bunia	Bunia	CD	1.55941	30.25224	96764
Bumba	Bumba	CD	2.18771	22.46827	95520
Bukavu	Bukavu	CD	-2.49077	28.84281	225389
Bukama	Bukama	CD	-9.20443	25.85475	38770
Bondo	Bondo	CD	3.81461	23.68665	17860
Boende	Boende	CD	-0.28163	20.88053	32091
Beni	Beni	CD	0.49113	29.47306	89648
Basoko	Basoko	CD	1.23909	23.61598	43709
Aketi	Aketi	CD	2.73877	23.78326	35161
Lubumbashi	Lubumbashi	CD	-11.66089	27.47938	1373770
Likasi	Likasi	CD	-10.98303	26.7384	422414
Kolwezi	Kolwezi	CD	-10.71484	25.46674	418000
Kipushi	Kipushi	CD	-11.76097	27.25135	62332
Kambove	Kambove	CD	-10.87352	26.59746	36702
Tshela	Tshela	CD	-4.99707	12.9484	38845
Nioki	Nioki	CD	-2.72037	17.69001	40695
Mbanza-Ngungu	Mbanza-Ngungu	CD	-5.25837	14.85838	86356
Mbandaka	Mbandaka	CD	0.04865	18.26034	184185
Matadi	Matadi	CD	-5.79949	13.44068	180109
Mangai	Mangai	CD	-4.02328	19.53385	37188
Libenge	Libenge	CD	3.65332	18.63566	27053
Kinshasa	Kinshasa	CD	-4.32758	15.31357	7785965
Kikwit	Kikwit	CD	-5.04098	18.81619	186991
Kasongo-Lunda	Kasongo-Lunda	CD	-6.47833	16.81735	20060
Kasangulu	Kasangulu	CD	-4.5833	15.16554	27961
Inongo	Inongo	CD	-1.9275	18.2881	40113
Gemena	Gemena	CD	3.25651	19.77234	117639
Bulungu	Bulungu	CD	-4.54437	18.60364	48344
Bolobo	Bolobo	CD	-2.158	16.23249	27862
Bandundu	Bandundu	CD	-3.31687	17.38063	118211
Mobaye	Mobaye	CF	4.31902	21.17861	19431
Ippy	Ippy	CF	6.26793	21.22468	16571
Bria	Bria	CF	6.54233	21.98633	29027
Bangassou	Bangassou	CF	4.74132	22.81838	24361
Bambari	Bambari	CF	5.76795	20.67565	32547
Sibut	Sibut	CF	5.71801	19.07389	34267
Paoua	Paoua	CF	7.24269	16.44059	18441
Nola	Nola	CF	3.52494	16.04583	26809
Mbaïki	Mbaïki	CF	3.86781	17.98923	67132
Kaga Bandoro	Kaga Bandoro	CF	6.98961	19.18744	56520
Damara	Damara	CF	4.96075	18.7035	20093
Carnot	Carnot	CF	4.94273	15.87735	38071
Bozoum	Bozoum	CF	6.31933	16.37992	40201
Bouar	Bouar	CF	5.93404	15.59599	28581
Bossangoa	Bossangoa	CF	6.49263	17.45518	27428
Boda	Boda	CF	4.31887	17.46953	16655
Bimbo	Bimbo	CF	4.25671	18.41583	129655
Berbérati	Berbérati	CF	4.26116	15.79216	61815
Batangafo	Batangafo	CF	7.30082	18.2833	15310
Bangui	Bangui	CF	4.36122	18.55496	542393
Sibiti	Sibiti	CG	-3.68192	13.34985	19089
Pointe-Noire	Pointe-Noire	CG	-4.77609	11.86352	659084
Owando	Owando	CG	-0.48193	15.89988	23952
Ouésso	Ouésso	CG	1.61361	16.05167	23915
Mossendjo	Mossendjo	CG	-2.94968	12.70423	18231
Madingou	Madingou	CG	-4.15361	13.55	22760
Dolisie	Dolisie	CG	-4.19834	12.66664	103894
Loandjili	Loandjili	CG	-4.75611	11.85778	23204
Kayes	Kayes	ML	14.44693	-11.44448	78406
Impfondo	Impfondo	CG	1.61804	18.05981	20859
Gamboma	Gamboma	CG	-1.87639	15.86444	20877
Brazzaville	Brazzaville	CG	-4.26613	15.28318	1284609
Zürich	Zürich	CH	47.36667	8.55	341730
Zug	Zug	CH	47.17242	8.51745	23435
Yverdon-les-Bains	Yverdon-les-Bains	CH	46.77852	6.64115	23702
Winterthur	Winterthur	CH	47.50564	8.72413	91908
Wil	Wil	CH	47.46152	9.04552	16808
Wettingen	Wettingen	CH	47.47049	8.31636	18191
Vevey	Vevey	CH	46.46299	6.84345	15812
Vernier	Vernier	CH	46.21702	6.08497	30086
Uster	Uster	CH	47.34713	8.72091	23279
Thun	Thun	CH	46.75118	7.62166	42136
Steffisburg	Steffisburg	CH	46.77807	7.63249	15191
Sitten	Sitten	CH	46.22908	7.35942	28045
Sierre	Sierre	CH	46.29192	7.53559	15752
Zürich (Kreis 11) / Seebach	Zürich (Kreis 11) / Seebach	CH	47.42181	8.54779	17851
Schaffhausen	Schaffhausen	CH	47.69732	8.63493	33863
Sankt Gallen	Sankt Gallen	CH	47.42391	9.37477	70572
Renens	Renens	CH	46.53989	6.5881	17811
Rapperswil	Rapperswil	CH	47.22557	8.82228	34776
Pully	Pully	CH	46.51027	6.66183	16263
Onex	Onex	CH	46.18391	6.10181	17302
Olten	Olten	CH	47.34999	7.90329	16411
Zürich (Kreis 11) / Oerlikon	Zürich (Kreis 11) / Oerlikon	CH	47.40823	8.54258	17922
Nyon	Nyon	CH	46.38318	6.23955	16797
Neuchâtel	Neuchâtel	CH	46.99179	6.931	31270
Muttenz	Muttenz	CH	47.52271	7.64511	16927
Montreux	Montreux	CH	46.43301	6.91143	22897
Monthey	Monthey	CH	46.25546	6.96066	15106
Meyrin	Meyrin	CH	46.23424	6.08025	19772
Luzern	Luzern	CH	47.05048	8.30635	57066
Lugano	Lugano	CH	46.01008	8.96004	26365
Littau	Littau	CH	47.05	8.26274	16121
Le Châtelard	Le Châtelard	CH	46.44527	6.89908	23192
Lausanne	Lausanne	CH	46.516	6.63282	116751
La Chaux-de-Fonds	La Chaux-de-Fonds	CH	47.09993	6.82586	36825
Kriens	Kriens	CH	47.03537	8.27631	25010
Kreuzlingen	Kreuzlingen	CH	47.65051	9.17504	17655
Köniz	Köniz	CH	46.92436	7.41457	37196
Kloten	Kloten	CH	47.45152	8.58491	16289
Jona	Jona	CH	47.22983	8.83884	17655
Horgen	Horgen	CH	47.25983	8.59778	15973
Zürich (Kreis 10) / Höngg	Zürich (Kreis 10) / Höngg	CH	47.40313	8.4971	17117
Herisau	Herisau	CH	47.38615	9.27916	15438
Grenchen	Grenchen	CH	47.1921	7.39586	15927
Gossau	Gossau	CH	47.41551	9.25482	17043
Genève	Genève	CH	46.20222	6.14569	183981
Fribourg	Fribourg	CH	46.80237	7.15128	32827
Frauenfeld	Frauenfeld	CH	47.55776	8.89893	21979
Emmen	Emmen	NL	52.77917	6.90694	57010
Dübendorf	Dübendorf	CH	47.39724	8.61872	19882
Dietikon	Dietikon	CH	47.40165	8.40015	20893
Chur	Chur	CH	46.84986	9.53287	32429
Carouge	Carouge	CH	46.18096	6.13921	19344
Biel/Bienne	Biel/Bienne	CH	47.13713	7.24608	48614
Bern	Bern	CH	46.94809	7.44744	121631
Bellinzona	Bellinzona	CH	46.19278	9.01703	16572
Basel	Basel	CH	47.55839	7.57327	164488
Baar	Baar	CH	47.19625	8.52954	20546
Zürich (Kreis 4)	Zürich (Kreis 4)	CH	47.37752	8.52127	27273
Allschwil	Allschwil	CH	47.55074	7.53599	18189
Adliswil	Adliswil	CH	47.30997	8.52462	15230
Aarau	Aarau	CH	47.39254	8.04422	15501
Riehen	Riehen	CH	47.57884	7.64683	20000
Zürich (Kreis 10) / Wipkingen	Zürich (Kreis 10) / Wipkingen	CH	47.39503	8.52529	15718
Zürich (Kreis 11) / Affoltern	Zürich (Kreis 11) / Affoltern	CH	47.41814	8.5122	17241
Zürich (Kreis 2) / Wollishofen	Zürich (Kreis 2) / Wollishofen	CH	47.3401	8.53134	16073
Zürich (Kreis 3) / Sihlfeld	Zürich (Kreis 3) / Sihlfeld	CH	47.37382	8.51164	20977
Zürich (Kreis 6) / Unterstrass	Zürich (Kreis 6) / Unterstrass	CH	47.3953	8.53721	20045
Zürich (Kreis 9) / Albisrieden	Zürich (Kreis 9) / Albisrieden	CH	47.37398	8.49007	16480
Zürich (Kreis 9) / Altstetten	Zürich (Kreis 9) / Altstetten	CH	47.38946	8.48533	28307
Lancy	Lancy	CH	46.18981	6.11441	27291
Zuénoula	Zuénoula	CI	7.43027	-6.05054	34435
Yamoussoukro	Yamoussoukro	CI	6.82055	-5.27674	194530
Vavoua	Vavoua	CI	7.38194	-6.47778	31250
Toumodi	Toumodi	CI	6.55799	-5.01769	39005
Touba	Touba	SN	14.85	-15.88333	529176
Tengrela	Tengrela	CI	10.48115	-6.40694	39277
Tiassalé	Tiassalé	CI	5.89839	-4.82293	35090
Tanda	Tanda	EG	30.78847	31.00192	404901
Tabou	Tabou	CI	4.42295	-7.3528	17134
Sinfra	Sinfra	CI	6.62103	-5.91144	59919
Sassandra	Sassandra	CI	4.95384	-6.08531	23274
San-Pédro	San-Pédro	CI	4.74851	-6.6363	196751
Sakassou	Sakassou	CI	7.45462	-5.29263	15068
Oumé	Oumé	CI	6.38309	-5.41759	52070
Odienné	Odienné	CI	9.50511	-7.56433	49857
Mankono	Mankono	CI	8.05861	-6.18972	19095
Man	Man	CI	7.41251	-7.55383	139341
Lakota	Lakota	CI	5.84752	-5.682	38055
Korhogo	Korhogo	CI	9.45803	-5.62961	167359
Katiola	Katiola	CI	8.13728	-5.10095	59641
Issia	Issia	CI	6.49224	-6.58558	50313
Guiglo	Guiglo	CI	6.54368	-7.4935	39134
Grand-Bassam	Grand-Bassam	CI	5.2118	-3.73884	73772
Affery	Affery	CI	6.32035	-3.95235	29909
Gagnoa	Gagnoa	CI	6.13193	-5.9506	123184
Ferkessédougou	Ferkessédougou	CI	9.5928	-5.19449	62008
Duekoué	Duekoué	CI	6.74202	-7.34918	47198
Divo	Divo	CI	5.83739	-5.35723	127867
Dimbokro	Dimbokro	CI	6.64678	-4.70519	67349
Daoukro	Daoukro	CI	7.0591	-3.9631	40175
Danané	Danané	CI	7.25957	-8.15498	53808
Daloa	Daloa	CI	6.87735	-6.45022	215652
Dabou	Dabou	CI	5.32556	-4.37685	69661
Boundiali	Boundiali	CI	9.52167	-6.48694	38878
Bouna	Bouna	CI	9.26927	-2.9951	23570
Bouaké	Bouaké	CI	7.69385	-5.03031	567481
Bouaflé	Bouaflé	CI	6.99041	-5.7442	60962
Bonoua	Bonoua	CI	5.27247	-3.59625	37312
Bongouanou	Bongouanou	CI	6.65175	-4.20406	34405
Bondoukou	Bondoukou	CI	8.0402	-2.80003	58297
Bingerville	Bingerville	CI	5.35581	-3.88537	50694
Biankouma	Biankouma	CI	7.73909	-7.61377	22868
Béoumi	Béoumi	CI	7.67395	-5.58085	23053
Bangolo	Bangolo	CI	7.01232	-7.48639	17712
Arrah	Arrah	IN	25.55629	84.66335	223676
Anyama	Anyama	CI	5.49462	-4.05183	100653
Akoupé	Akoupé	CI	6.38423	-3.88759	35970
Agnibilékrou	Agnibilékrou	CI	7.13113	-3.20415	43061
Agboville	Agboville	CI	5.92801	-4.21319	81770
Adzopé	Adzopé	CI	6.10694	-3.86194	61884
Adiaké	Adiaké	CI	5.28634	-3.30403	16531
Aboisso	Aboisso	CI	5.46779	-3.20711	37654
Abobo	Abobo	CI	5.41613	-4.0159	900000
Abidjan	Abidjan	CI	5.30966	-4.01266	3677115
Abengourou	Abengourou	CI	6.72972	-3.49639	104020
Séguéla	Séguéla	CI	7.96111	-6.67306	51157
Soubré	Soubré	CI	5.78556	-6.60833	58492
Avarua	Avarua	CK	-21.20778	-159.775	13373
Viña del Mar	Viña del Mar	CL	-33.02457	-71.55183	294551
Villarrica	Villarrica	PY	-25.74946	-56.43518	41157
Villa Alemana	Villa Alemana	CL	-33.04222	-71.37333	97320
Valparaíso	Valparaíso	CL	-33.03932	-71.62725	282448
Vallenar	Vallenar	CL	-28.57617	-70.75938	44895
Valdivia	Valdivia	CL	-39.81422	-73.24589	133419
Tomé	Tomé	CL	-36.61756	-72.95593	46698
Tocopilla	Tocopilla	CL	-22.09198	-70.19792	24460
Temuco	Temuco	CL	-38.73965	-72.59842	238129
Talcahuano	Talcahuano	CL	-36.72494	-73.11684	252968
Talca	Talca	CL	-35.4264	-71.65542	197479
Talagante	Talagante	CL	-33.66386	-70.92734	51764
San Vicente de Tagua Tagua	San Vicente de Tagua Tagua	CL	-34.43859	-71.07751	29560
San Felipe	San Felipe	VE	10.33991	-68.74247	76766
San Carlos	San Carlos	VE	9.66124	-68.58268	77192
San Bernardo	San Bernardo	CL	-33.59217	-70.6996	249858
San Antonio	San Antonio	US	29.42412	-98.49363	1327407
Río Bueno	Río Bueno	CL	-40.33494	-72.95564	15456
Rengo	Rengo	CL	-34.40639	-70.85834	38100
Rancagua	Rancagua	CL	-34.17083	-70.74444	212695
Quilpué	Quilpué	CL	-33.04752	-71.44249	130263
Quillota	Quillota	CL	-32.88341	-71.24882	67779
Punta Arenas	Punta Arenas	CL	-53.15483	-70.91129	117430
Puerto Varas	Puerto Varas	CL	-41.31946	-72.98538	24958
Puerto Natales	Puerto Natales	CL	-51.72363	-72.48745	20000
Puerto Montt	Puerto Montt	CL	-41.46691	-72.94956	160054
Puerto Aisén	Puerto Aisén	CL	-45.40303	-72.69184	16936
Puente Alto	Puente Alto	CL	-33.61169	-70.57577	510417
Pucón	Pucón	CL	-39.28223	-71.95427	26953
Penco	Penco	CL	-36.74075	-72.99528	46091
Peñaflor	Peñaflor	CL	-33.60627	-70.87649	65495
Parral	Parral	CL	-36.14311	-71.82605	26904
Panguipulli	Panguipulli	CL	-39.64355	-72.33269	16312
Paine	Paine	CL	-33.80796	-70.74109	32766
Ovalle	Ovalle	CL	-30.60106	-71.19901	77138
Osorno	Osorno	CL	-40.57395	-73.13348	135773
Nueva Imperial	Nueva Imperial	CL	-38.74451	-72.95025	18777
Nacimiento	Nacimiento	CL	-37.50253	-72.67307	21220
Mulchén	Mulchén	CL	-37.71893	-72.24099	22170
Molina	Molina	CL	-35.11428	-71.28232	28775
Melipilla	Melipilla	CL	-33.68909	-71.21528	63100
Machalí	Machalí	CL	-34.18082	-70.64933	27595
Lota	Lota	CL	-37.08994	-73.1577	49763
Los Ángeles	Los Ángeles	CL	-37.46973	-72.35366	125430
Los Andes	Los Andes	CL	-32.83369	-70.59827	56859
Loncoche	Loncoche	CL	-39.36708	-72.63087	15590
Llaillay	Llaillay	CL	-32.84043	-70.95623	16646
Linares	Linares	CL	-35.84667	-71.59308	69535
Limache	Limache	CL	-33.01667	-71.26667	35876
Lebu	Lebu	CL	-37.60825	-73.65356	22345
Lautaro	Lautaro	CL	-38.53066	-72.43652	21579
La Unión	La Unión	SV	13.33694	-87.84389	26807
La Serena	La Serena	CL	-29.90453	-71.24894	154521
Lampa	Lampa	CL	-33.2863	-70.87561	29250
La Laja	La Laja	CL	-37.28415	-72.71105	16550
Iquique	Iquique	CL	-20.22036	-70.13913	227499
Illapel	Illapel	CL	-31.63349	-71.16967	22816
Hacienda La Calera	Hacienda La Calera	CL	-32.78333	-71.21667	49106
Graneros	Graneros	CL	-34.06863	-70.72747	23301
Frutillar	Frutillar	CL	-41.12676	-73.04372	16939
El Monte	El Monte	US	34.06862	-118.02757	113475
Diego de Almagro	Diego de Almagro	CL	-26.36667	-70.05	18137
Curicó	Curicó	CL	-34.98279	-71.23943	102438
Curanilahue	Curanilahue	CL	-37.47793	-73.34495	30611
Coronel	Coronel	CL	-37.03386	-73.14019	92940
Coquimbo	Coquimbo	CL	-29.95332	-71.33947	161317
Copiapó	Copiapó	CL	-27.36679	-70.3314	129280
Constitución	Constitución	CL	-35.33321	-72.41156	37917
Concepción	Concepción	CL	-36.82699	-73.04977	215413
Collipulli	Collipulli	CL	-37.95453	-72.43438	16392
Coihaique	Coihaique	CL	-45.57524	-72.06619	45787
Chimbarongo	Chimbarongo	CL	-34.71247	-71.0434	17356
Chiguayante	Chiguayante	CL	-36.9256	-73.02841	82545
Chicureo Abajo	Chicureo Abajo	CL	-33.28379	-70.65333	18000
Cauquenes	Cauquenes	CL	-35.9671	-72.32248	31362
Cartagena	Cartagena	CO	10.39972	-75.51444	952024
Cañete	Cañete	CL	-37.80128	-73.39616	20158
Calama	Calama	CL	-22.45591	-68.93015	143084
Cabrero	Cabrero	CL	-37.03394	-72.40468	18327
Buin	Buin	CL	-33.73257	-70.74281	55441
Arica	Arica	CL	-18.4746	-70.29792	185999
Arauco	Arauco	CL	-37.2463	-73.31752	24659
Antofagasta	Antofagasta	CL	-23.65236	-70.3954	309832
Angol	Angol	CL	-37.79519	-72.71636	44856
Ancud	Ancud	CL	-41.8707	-73.81622	28020
La Pintana	La Pintana	CL	-33.58331	-70.63419	201178
Lo Prado	Lo Prado	CL	-33.4443	-70.72552	104316
Yaoundé	Yaoundé	CM	3.86667	11.51667	1299369
Yagoua	Yagoua	CM	10.34107	15.23288	80235
Wum	Wum	CM	6.38333	10.06667	68836
Tonga	Tonga	CM	4.96667	10.7	16036
Tiko	Tiko	CM	4.075	9.36005	55914
Tibati	Tibati	CM	6.46504	12.62843	35589
Tcholliré	Tcholliré	CM	8.4022	14.1698	23187
Sangmélima	Sangmélima	CM	2.93333	11.98333	54251
Penja	Penja	CM	4.63911	9.67987	28406
Obala	Obala	CM	4.16667	11.53333	30012
Nkoteng	Nkoteng	CM	4.51667	12.03333	50334
Nkongsamba	Nkongsamba	CM	4.9547	9.9404	117063
Ngaoundéré	Ngaoundéré	CM	7.32765	13.58472	231357
Nanga Eboko	Nanga Eboko	CM	4.68333	12.36667	29909
Muyuka	Muyuka	CM	4.2898	9.4103	31384
Mora	Mora	CM	11.04611	14.14011	55216
Mokolo	Mokolo	CM	10.74244	13.80227	275239
Melong	Melong	CM	5.12181	9.96143	37086
Meïganga	Meïganga	CM	6.51667	14.3	80100
Mbouda	Mbouda	CM	5.62611	10.25421	111320
Mbanga	Mbanga	CM	4.5016	9.5671	42590
Mbandjok	Mbandjok	CM	4.45	11.9	26947
Mbalmayo	Mbalmayo	CM	3.51667	11.5	80206
Maroua	Maroua	CM	10.59095	14.31593	319941
Manjo	Manjo	CM	4.8428	9.8217	37661
Mamfe	Mamfe	CM	5.75132	9.3137	19472
Loum	Loum	CM	4.7182	9.7351	177429
Lolodorf	Lolodorf	CM	3.23333	10.73333	22252
Limbe	Limbe	CM	4.0242	9.2149	72106
Lagdo	Lagdo	CM	9.0263	13.6919	24596
Kumbo	Kumbo	CM	6.2	10.66667	53970
Kumba	Kumba	CM	4.6363	9.4469	144413
Kribi	Kribi	CM	2.93725	9.90765	55224
Kousséri	Kousséri	CM	12.07689	15.03063	435547
Guider	Guider	CM	9.9333	13.94671	84647
Garoua Boulaï	Garoua Boulaï	CM	5.88333	14.55	46615
Garoua	Garoua	CM	9.30143	13.39771	436899
Fundong	Fundong	CM	6.25	10.26667	43509
Foumbot	Foumbot	CM	5.50803	10.6325	84065
Foumban	Foumban	CM	5.72662	10.89865	92673
Fontem	Fontem	CM	5.4685	9.8818	42689
Eséka	Eséka	CM	3.65	10.76667	22221
Edéa	Edéa	CM	3.8	10.13333	203149
Ébolowa	Ébolowa	CM	2.9	11.15	87875
Dschang	Dschang	CM	5.44397	10.05332	96112
Douala	Douala	CM	4.04827	9.70428	1338082
Dizangué	Dizangué	CM	3.76667	9.98333	19243
Buea	Buea	CM	4.1527	9.241	47300
Bertoua	Bertoua	CM	4.57728	13.68459	218111
Bélabo	Bélabo	CM	4.93333	13.3	22553
Batouri	Batouri	CM	4.43333	14.36667	43821
Banyo	Banyo	CM	6.75	11.81667	40798
Bangangté	Bangangté	CM	5.14079	10.52535	65385
Bamusso	Bamusso	CM	4.4591	8.9027	24741
Bamenda	Bamenda	CM	5.9597	10.14597	393835
Bali	Bali	CM	5.88737	10.01176	72606
Bafoussam	Bafoussam	CM	5.47775	10.41759	290768
Bafia	Bafia	CM	4.75	11.23333	69270
